X,state,county_name,county.FIPS,date,female,above_65,population,driving_alone_to_work,smoking,flu_vac,some_college,social_association,traffic,black,hispanic,Rural.urban_Continuum_Code_2013,PCTPOVALL_2018,population.density,cases_1,cases_2,cases_3,cases_4,cases_5,cases_6,cases_7,cases_8,cases_9,cases_10,deaths_1,deaths_2,deaths_3,deaths_4,deaths_5,deaths_6,deaths_7,deaths_8,deaths_9,deaths_10,deaths_11,cumulative_dose,non_metro
2399,TN,Overton County,47133,2020/7/1,0.504304876,0.205773065,22241,0.877698655,0.227197748,0.52,0.422392886,7.268762493,48.73914715,0.00616277,0.015724125,7,15,51.30801882,4.49620071,4.49620071,22.48100355,8.992401421,22.48100355,22.48100355,40.46580639,13.48860213,22.48100355,53.95440852,0,0,0,0,0,0,0,0,0,0,0.029215874,-0.040227838,1
1511,MO,Nodaway County,29147,2020/7/1,0.495875179,0.152618364,22092,0.793518179,0.201042477,0.31,0.622633391,9.34496262,13.11097757,0.029411765,0.017664993,6,19.8,25.19157088,0,4.526525439,4.526525439,0,31.68567807,9.053050878,0,4.526525439,9.053050878,9.053050878,0,0,0,0,0,0,0,0,0,0,0.127659905,-0.012022142,1
638,IL,Scott County,17171,2020/7/1,0.50588713,0.198741372,4951,0.832825425,0.160111248,0.39,0.521978022,13.99440224,18.53879347,0.005278116,0.012992286,9,10.3,19.73217488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221592744,0.013641823,1
639,IL,Shelby County,17173,2020/7/1,0.502552781,0.225242629,21634,0.876372549,0.156082807,0.46,0.594851234,17.03577513,54.68594524,0.003403707,0.01057909,6,10.2,28.52133101,27.73412222,0,0,13.86706111,13.86706111,0,0,0,0,9.244707405,0,4.622353703,0,0,0,0,0,0,0,0,0.053819877,-0.096769148,1
2861,WA,Klickitat County,53039,2020/7/1,0.495318225,0.238928846,22425,0.716885368,0.14311189,0.26,0.660340314,8.252716519,35.62097781,0.005156738,0.119147781,6,12.7,11.98358369,0,8.918617614,8.918617614,17.83723523,0,4.459308807,44.59308807,49.05239688,26.75585284,35.67447046,0,0,0,0,0,0,0,0,0,0,0.11069512,-0.012337526,1
643,IL,Union County,17181,2020/7/1,0.49890149,0.213585892,16653,0.834210901,0.169234309,0.52,0.586663398,14.11764706,76.29191702,0.012350811,0.053441007,6,17.4,40.27717312,18.01477211,132.1083288,198.1624932,354.2905182,114.0935567,84.06893653,90.07386057,24.01969615,48.0393923,12.00984808,0,0,6.004924038,18.01477211,18.01477211,24.01969615,18.01477211,18.01477211,6.004924038,6.004924038,-0.052001225,-0.023810754,1
1349,MN,Wadena County,27159,2020/7/1,0.505191316,0.210339069,13682,0.773295071,0.159846772,0.21,0.665284974,18.28956032,73.69709236,0.010963479,0.020184419,7,14.4,25.51326757,0,14.61774594,14.61774594,7.308872972,7.308872972,29.23549189,0,0,14.61774594,21.92661892,0,0,0,0,0,0,0,0,0,0,-0.032985077,-0.080619175,1
2947,WI,Crawford County,55023,2020/7/1,0.480633479,0.232398257,16131,0.811295323,0.158987628,0.46,0.597800238,9.25126434,122.7543898,0.02191394,0.016634952,7,12.9,28.26726948,0,18.59773108,68.19168061,37.19546215,18.59773108,0,0,6.199243692,24.79697477,12.39848738,0,0,0,0,0,0,0,0,0,0,0.095222745,-0.060308734,1
794,IA,Iowa County,19095,2020/7/1,0.501517874,0.189641286,16184,0.815408729,0.147563895,0.49,0.730476459,16.76706204,272.8644018,0.005947587,0.030915061,6,7.4,27.59608498,30.89471083,24.71576866,30.89471083,12.35788433,24.71576866,0,0,6.178942165,37.07365299,43.25259516,0,0,0,0,0,0,0,0,0,0,0.134296245,-0.014259324,1
1040,KY,Nelson County,21179,2020/7/1,0.506553837,0.156485137,46233,0.837822592,0.185127159,0.49,0.604209584,8.98334794,18.22076341,0.050075244,0.022180541,6,12.2,110.7350722,12.97774317,10.81478598,15.14070037,4.32591439,4.32591439,12.97774317,8.65182878,6.488871585,12.97774317,34.60731512,0,0,0,0,0,2.162957195,0,0,0,0,0.02307342,-0.085472555,1
2722,VA,Bland County,51021,2020/7/1,0.452566344,0.229938026,6280,0.897991335,0.154475826,0.41,0.543956044,7.874015748,34.91695876,0.038614333,0.008422056,8,14.1,17.55513935,0,0,0,0,0,0,0,0,31.84713376,0,0,0,0,0,0,0,0,0,0,0,0.188773641,0.034713692,1
666,IN,Clinton County,18023,2020/7/1,0.502790698,0.166790698,32399,0.815530642,0.197675187,0.54,0.463287849,13.3056905,54.35716456,0.006449612,0.164465116,6,11.9,79.98370652,40.12469521,98.76848051,98.76848051,141.9796907,225.3155962,55.55727029,58.6437853,30.86515016,33.95166517,15.43257508,0,0,0,0,0,0,0,0,0,0,0.122625015,-0.034149656,1
1044,KY,Owen County,21187,2020/7/1,0.503400735,0.185018382,10901,0.813093453,0.207863063,0.43,0.420491803,11.14723641,7.102766973,0.010294118,0.030238971,8,15.8,31.04813443,0,9.173470324,0,9.173470324,0,18.34694065,0,9.173470324,9.173470324,9.173470324,0,0,0,0,0,0,0,0,0,0,-0.045617241,-0.095077816,1
2110,OK,Pottawatomie County,40125,2020/7/1,0.521003316,0.163100758,72592,0.834401818,0.208446484,0.5,0.559026234,10.79943511,36.5535829,0.029279434,0.052023281,4,17.6,92.16042251,8.265373595,13.77562266,2.755124532,4.132686797,0,6.887811329,2.755124532,11.02049813,22.04099625,19.28587172,0,0,0,0,0,0,0,0,0,0,-0.008421193,-0.034120166,1
677,IN,Fountain County,18045,2020/7/1,0.500825638,0.200721668,16346,0.809071157,0.205689503,0.41,0.541834813,13.32929415,17.08657544,0.004953826,0.026236927,6,11.2,41.31324875,6.117704637,30.58852319,12.23540927,12.23540927,0,18.35311391,12.23540927,6.117704637,0,24.47081855,0,0,0,0,0,0,0,0,0,0,0.107918349,-0.050607513,1
2898,WV,Jackson County,54035,2020/7/1,0.503030725,0.203999164,28576,0.829299248,0.210067301,0.44,0.591735537,9.66316952,19.4798575,0.006026615,0.009858566,6,16.7,61.5397868,90.98544233,27.99552072,3.49944009,0,0,6.998880179,10.49832027,3.49944009,0,6.998880179,20.99664054,10.49832027,3.49944009,3.49944009,3.49944009,0,0,0,0,0,0.007470214,-0.054031123,1
679,IN,Fulton County,18049,2020/7/1,0.499900458,0.195102528,19974,0.821482602,0.195186557,0.49,0.592076622,17.44852685,83.61475421,0.007764284,0.052956401,7,13.6,54.2197128,85.11064384,50.06508461,15.01952538,40.05206769,15.01952538,10.01301692,10.01301692,20.02603384,35.04555923,15.01952538,0,5.006508461,0,0,0,0,0,0,0,0,0.207627531,-0.070745582,1
680,IN,Gibson County,18051,2020/7/1,0.499611384,0.175654669,33659,0.877682136,0.192230856,0.53,0.61354986,14.89158923,120.1766153,0.020417314,0.016650723,6,10.6,69.04551888,2.970973588,2.970973588,2.970973588,5.941947176,11.88389435,8.912920764,8.912920764,11.88389435,8.912920764,26.73876229,0,0,0,0,5.941947176,0,0,0,0,0,0.040543729,-0.088092194,1
1976,OH,Crawford County,39033,2020/7/1,0.511095066,0.209915764,41494,0.853004407,0.199664103,0.42,0.559068395,17.72624922,19.16775544,0.010012034,0.017833935,4,14,103.272854,9.639947944,36.14980479,50.60972671,48.19973972,16.8699089,26.50985685,14.45992192,4.819973972,0,24.09986986,0,2.409986986,0,2.409986986,2.409986986,2.409986986,0,2.409986986,0,2.409986986,0.091340625,-0.030584972,1
2350,TN,Cumberland County,47035,2020/7/1,0.512895279,0.306788665,60520,0.836090657,0.199462577,0.49,0.449104949,8.971190629,28.2451145,0.005932331,0.031354214,4,14.4,88.86539506,16.52346332,26.43754131,0,14.87111699,26.43754131,4.957038995,21.48050231,13.21877065,19.82815598,33.04692664,0,1.652346332,0,0,0,0,1.652346332,0,1.652346332,0,0.138764332,0.083013778,1
3007,WI,Wood County,55141,2020/7/1,0.507918691,0.205625898,72999,0.821525239,0.159387315,0.41,0.654467826,14.7690288,119.267706,0.008801588,0.030921908,4,10.1,92.04029655,0,0,2.739763558,4.109645338,2.739763558,1.369881779,1.369881779,16.43858135,13.69881779,21.91810847,0,0,0,0,1.369881779,0,0,0,0,0,0.070703743,-0.083960022,1
1000,KY,Hart County,21099,2020/7/1,0.508198456,0.165661695,19035,0.772422831,0.230394256,0.38,0.404819277,11.19582023,12.0834709,0.045382418,0.01946472,8,22.2,46.19136596,5.253480431,26.26740215,0,57.78828474,10.50696086,36.77436302,15.76044129,26.26740215,36.77436302,21.01392172,0,0,0,0,0,0,0,0,0,0,0.073846351,0.039035602,1
693,IN,Jefferson County,18077,2020/7/1,0.518846249,0.179955291,32308,0.829271728,0.230576588,0.5,0.506621214,11.53043099,149.8605347,0.018939394,0.028874814,6,15.5,89.58766603,21.66646032,12.38083447,15.47604309,12.38083447,6.190417234,12.38083447,18.5712517,6.190417234,9.285625851,21.66646032,0,0,0,3.095208617,0,0,0,0,0,0,0.088365109,-0.084037777,1
1540,MO,Stoddard County,29207,2020/7/1,0.506437034,0.200198589,29025,0.826508182,0.210735214,0.32,0.54476436,14.64128843,49.85493988,0.012291995,0.017599124,6,14.8,35.25788975,3.445305771,6.890611542,27.56244617,82.6873385,72.35142119,34.45305771,75.79672696,41.34366925,31.00775194,31.00775194,0,0,0,0,13.78122308,3.445305771,0,6.890611542,3.445305771,0,-0.022722968,-0.004695319,1
2729,VA,Carroll County,51035,2020/7/1,0.50479147,0.244938588,29791,0.810825674,0.175105672,0.49,0.561129516,11.44472869,49.2070875,0.007592118,0.036982049,7,15.7,62.75885315,3.356718472,50.35077708,50.35077708,50.35077708,93.98811722,67.13436944,147.6956128,107.4149911,53.70749555,67.13436944,0,0,0,0,3.356718472,0,10.07015542,3.356718472,0,10.07015542,0.186771152,0.016553844,1
1532,MO,St. Francois County,29187,2020/7/1,0.465902957,0.164412523,67215,0.838441675,0.222008186,0.45,0.524059824,13.19241436,87.12059427,0.045417741,0.016373778,4,19,148.7419505,7.438815741,0,4.463289444,0,1.487763148,5.951052592,8.926578889,1.487763148,38.68184185,107.1189467,0,0,0,1.487763148,0,0,0,0,0,0,0.048910477,-0.023324368,1
2027,OH,Preble County,39135,2020/7/1,0.50486621,0.192526282,40882,0.854127871,0.184913487,0.45,0.572111808,8.26848249,16.62533219,0.006244359,0.009049443,6,9.7,96.39253042,2.446064283,4.892128565,2.446064283,4.892128565,0,22.01457854,0,12.23032141,19.56851426,19.56851426,0,0,0,0,0,0,0,0,0,0,0.0033121,-0.040415401,1
1474,MO,Gasconade County,29073,2020/7/1,0.500850051,0.227405644,14706,0.825268422,0.184520251,0.4,0.593322204,15.61863371,59.15062392,0.005304318,0.015028902,6,11.8,28.400927,0,0,0,0,0,0,0,0,13.5998912,54.3995648,0,0,0,0,0,0,0,0,0,0,0.063675367,-0.034835166,1
708,IN,Montgomery County,18107,2020/7/1,0.492828457,0.179262505,38338,0.827816765,0.19591305,0.55,0.565567176,10.38286827,150.005677,0.009622907,0.049861785,6,10.8,75.97550584,23.47540299,174.7613334,101.7267463,86.07647765,140.852418,49.5591841,23.47540299,31.30053733,18.25864677,28.69215922,0,0,13.04189055,20.86702488,10.43351244,2.60837811,2.60837811,2.60837811,0,2.60837811,-0.009227239,-0.082410968,1
1213,MI,Gladwin County,26051,2020/7/1,0.49425741,0.267158701,25449,0.814651163,0.176913312,0.43,0.511234753,6.340651502,16.09944028,0.005091368,0.017721119,6,15.6,50.71744589,7.858854965,11.78828245,11.78828245,0,3.929427482,0,3.929427482,3.929427482,23.57656489,0,0,0,0,0,0,0,0,0,0,0,0.200801864,-0.056683519,1
715,IN,Parke County,18121,2020/7/1,0.527382289,0.193832339,16937,0.817576766,0.22048813,0.42,0.45232923,14.80516404,46.18959289,0.025639511,0.016423466,6,15.7,38.08977646,17.71270001,17.71270001,23.61693334,11.80846667,0,5.904233335,5.904233335,11.80846667,0,11.80846667,0,0,0,0,0,0,0,0,0,0,0.026274076,-0.050426186,1
2188,PA,Fulton County,42057,2020/7/1,0.493561936,0.215520209,14530,0.787413661,0.181141008,0.36,0.428393524,17.13502399,47.28421502,0.011567858,0.012600702,8,11.5,33.20763341,6.882312457,20.64693737,13.76462491,20.64693737,20.64693737,6.882312457,6.882312457,0,13.76462491,0,0,0,0,6.882312457,0,0,0,0,0,0,0.332588543,0.014437733,1
720,IN,Pulaski County,18131,2020/7/1,0.490175636,0.195925896,12353,0.796476418,0.189745089,0.32,0.505365178,21.54140737,69.58800658,0.009062475,0.032079557,6,12.2,28.48610631,137.6183923,89.04719501,40.47599773,8.095199547,32.38079819,56.66639683,40.47599773,24.28559864,8.095199547,8.095199547,0,0,0,0,0,0,8.095199547,0,0,0,0.112177162,-0.056128226,1
723,IN,Ripley County,18137,2020/7/1,0.504680433,0.17827718,28324,0.848473864,0.184824065,0.48,0.61543258,15.47007946,74.48423876,0.004557725,0.018616555,6,11.1,63.44555697,28.24459822,24.71402344,14.12229911,24.71402344,14.12229911,0,0,0,10.59172433,0,7.061149555,3.530574778,0,0,0,0,0,0,3.530574778,0,0.120787737,-0.094890029,1
724,IN,Rush County,18139,2020/7/1,0.506511433,0.183400348,16581,0.873509662,0.213530931,0.53,0.453819537,17.42264944,80.2488843,0.009722139,0.017403829,6,10.7,40.62775654,60.30999337,60.30999337,42.21699536,42.21699536,24.12399735,18.09299801,18.09299801,18.09299801,24.12399735,30.15499668,0,0,6.030999337,0,0,0,6.030999337,0,0,0,0.066831464,-0.072668003,1
728,IN,Spencer County,18147,2020/7/1,0.496630098,0.1934373,20277,0.857813138,0.175805676,0.48,0.588430117,12.7488477,36.92582935,0.00757613,0.029566586,8,9.2,51.10903867,19.72678404,0,9.863392021,24.65848005,19.72678404,19.72678404,9.863392021,4.93169601,9.863392021,24.65848005,0,4.93169601,0,0,0,0,0,0,0,0,-0.031043834,-0.083872289,1
729,IN,Starke County,18149,2020/7/1,0.501329845,0.186003924,22995,0.832082056,0.227749165,0.35,0.460650776,8.736294937,36.93006419,0.004098539,0.039372139,6,11,74.38618057,21.74385736,8.697542944,17.39508589,30.4414003,13.04631442,34.79017178,30.4414003,26.09262883,39.13894325,30.4414003,0,4.348771472,0,0,4.348771472,0,0,0,4.348771472,0,0.164122132,-0.004696095,1
730,IN,Steuben County,18151,2020/7/1,0.492280113,0.201902504,34594,0.805038851,0.192540147,0.48,0.587714444,13.62950934,70.3733823,0.006765743,0.036980281,7,11,111.9764356,11.56269873,57.81349367,60.70416835,14.45337342,34.6880962,14.45337342,31.79742152,28.90674683,14.45337342,31.79742152,0,0,2.890674683,0,0,0,0,0,0,0,0.026193197,-0.095858558,1
2382,TN,Lawrence County,47099,2020/7/1,0.508666026,0.178213747,44142,0.83979807,0.225808377,0.49,0.458425609,10.83049129,47.43483259,0.017309187,0.022362464,6,17.7,71.52787905,4.530832314,0,9.061664628,0,6.796248471,15.8579131,20.38874541,56.63540392,36.24665851,79.28956549,0,0,0,0,0,0,0,2.265416157,2.265416157,4.530832314,-0.064909988,-0.040545524,1
2950,WI,Door County,55029,2020/7/1,0.506519377,0.297537124,27668,0.804940891,0.130299379,0.4,0.641151952,19.64850999,53.29310138,0.006845346,0.032343354,6,8.4,57.40487157,3.614283649,18.07141824,25.29998554,39.75712014,14.4571346,3.614283649,3.614283649,0,3.614283649,10.84285095,0,7.228567298,0,0,0,0,0,0,0,0,0.34262864,-0.09913391,1
2425,TN,White County,47185,2020/7/1,0.51075368,0.202678275,27345,0.868101602,0.234351912,0.52,0.493048659,9.344746384,43.37940552,0.017523149,0.028295274,7,17.3,72.59670268,0,40.22673249,3.656975681,10.97092704,29.25580545,21.94185409,36.56975681,18.28487841,21.94185409,32.91278113,0,0,0,0,0,0,0,7.313951362,3.656975681,0,0.153630441,-0.015061658,1
740,IN,Warren County,18171,2020/7/1,0.505506475,0.202226794,8265,0.8163052,0.185651631,0.4,0.610461881,10.97427143,6.779489502,0.003146557,0.01960547,8,9.8,22.66370517,48.3968542,12.09921355,12.09921355,0,0,0,12.09921355,12.09921355,0,0,0,0,0,0,0,0,0,0,0,0,0.061403855,-0.105276671,1
2410,TN,Sevier County,47155,2020/7/1,0.510532015,0.197574878,98250,0.780420514,0.214798024,0.48,0.512840637,9.627399168,111.0632795,0.011042782,0.062650676,4,13.9,165.8227848,20.3562341,12.21374046,7.124681934,4.071246819,3.053435115,9.160305344,48.85496183,121.1195929,177.0992366,168.956743,0,0,1.017811705,0,0,0,0,0,1.017811705,0,0.344390395,0.037911405,1
745,IN,White County,18181,2020/7/1,0.502341193,0.201135375,24102,0.797053571,0.179967948,0.5,0.582044512,11.57886031,113.5611597,0.004185141,0.086727717,6,8.5,47.71444975,107.8748652,269.6871629,219.8987636,128.6200315,178.4084308,45.63936603,24.89419965,8.29806655,16.5961331,24.89419965,0,0,4.149033275,16.5961331,12.44709983,0,4.149033275,4.149033275,0,0,0.108190689,-0.053445696,1
747,IA,Adair County,19001,2020/7/1,0.503185615,0.226957384,7152,0.786484952,0.155835714,0.54,0.611221122,9.923447689,445.6517698,0.004813819,0.022228515,8,9.7,12.56345846,0,0,27.96420582,41.94630872,27.96420582,13.98210291,0,27.96420582,13.98210291,41.94630872,0,0,0,0,0,0,0,0,0,0,-0.00264605,-0.007744532,1
772,IA,Davis County,19051,2020/7/1,0.505156926,0.17888433,9000,0.712726371,0.16607978,0.47,0.609574468,8.922596476,185.1399872,0.001996229,0.016857048,9,12.7,17.92150381,0,22.22222222,100,22.22222222,77.77777778,44.44444444,55.55555556,55.55555556,22.22222222,11.11111111,0,0,0,0,0,0,11.11111111,0,0,0,0.294206364,-0.040336773,1
749,IA,Allamakee County,19005,2020/7/1,0.492553499,0.227226721,13687,0.769332355,0.161872113,0.41,0.639279279,15.12532411,459.4436229,0.016700405,0.069548872,6,11.7,21.41672404,233.7984949,197.2674801,94.98063856,14.61240593,29.22481187,14.61240593,0,7.306202966,7.306202966,7.306202966,0,0,7.306202966,0,0,0,0,0,0,0,-0.053285507,-0.040187916,1
1949,ND,Rolette County,38079,2020/7/1,0.502062793,0.116844976,14176,0.856279251,0.375790052,0.37,0.69826555,5.505471062,20.6033422,0.004125586,0.020068527,9,24.7,15.69739115,0,0,14.10835214,7.054176072,0,14.10835214,0,7.054176072,14.10835214,7.054176072,0,0,0,0,0,0,0,0,0,0,0.236296816,0.080776996,1
751,IA,Audubon County,19009,2020/7/1,0.514529604,0.247366509,5496,0.824164345,0.161866326,0.35,0.671669794,19.72032987,200.4148106,0.003632401,0.015982565,8,11,12.40744085,0,72.78020378,90.97525473,18.19505095,18.19505095,0,18.19505095,18.19505095,18.19505095,36.39010189,0,0,0,18.19505095,0,0,0,0,0,0,0.153590327,-0.041754487,1
1290,MN,Douglas County,27041,2020/7/1,0.499710252,0.227873775,38141,0.837488799,0.133933032,0.5,0.76316108,20.75848303,67.92032597,0.005610578,0.017516595,6,8.8,59.84779539,0,13.10925251,23.59665452,13.10925251,20.97480402,39.32775753,10.48740201,0,15.73110301,10.48740201,0,0,0,0,0,0,0,0,0,0,0.047827619,-0.128003886,1
825,IA,Poweshiek County,19157,2020/7/1,0.515428633,0.207872079,18504,0.721156836,0.148643292,0.64,0.690958904,14.7428197,544.3264591,0.015455372,0.034279908,7,10.6,31.63455456,199.9567661,124.2974492,43.23389537,27.02118461,10.80847384,10.80847384,21.61694769,5.404236922,10.80847384,37.82965845,5.404236922,16.21271077,0,16.21271077,0,0,0,0,0,0,0.085022673,-0.034122703,1
1352,MN,Watonwan County,27165,2020/7/1,0.50582878,0.199544627,10897,0.768413338,0.153271793,0.47,0.516354121,23.98523985,38.83743906,0.007103825,0.261748634,6,10.7,25.05345442,27.53051299,73.41470129,91.76837662,146.8294026,137.6525649,174.3599156,73.41470129,137.6525649,541.433422,394.6040195,0,0,0,0,0,0,0,0,0,0,0.353902893,0.001626242,1
758,IA,Butler County,19023,2020/7/1,0.500859757,0.223330353,14439,0.813780522,0.150703305,0.45,0.70498571,20.53950431,198.8477545,0.00261366,0.013893665,8,9,24.88924896,48.47981162,6.925687374,20.77706212,13.85137475,6.925687374,13.85137475,0,48.47981162,83.10824849,69.25687374,0,0,0,0,0,6.925687374,0,6.925687374,0,0,-0.018223945,-0.110013457,1
759,IA,Calhoun County,19025,2020/7/1,0.483967419,0.229405093,9668,0.835220707,0.165513561,0.42,0.670909948,24.62548738,147.5098676,0.023301371,0.019486545,9,11.3,16.96229626,0,10.34340091,0,0,20.68680182,0,113.77741,113.77741,10.34340091,196.5246173,0,0,0,0,0,0,0,0,0,10.34340091,0.056336814,-0.112485778,1
2997,WI,Trempealeau County,55121,2020/7/1,0.491746485,0.181033897,29649,0.799583305,0.154439492,0.46,0.581869604,12.89359392,49.7706949,0.004347531,0.087833707,6,8,40.45049593,3.372795035,6.74559007,3.372795035,20.23677021,30.35515532,16.86397518,57.3375156,74.20149078,94.43826099,64.08310567,0,0,0,0,0,0,0,0,0,0,-0.075333948,-0.084307754,1
761,IA,Cass County,19029,2020/7/1,0.507501934,0.231786543,12836,0.789965179,0.172660425,0.33,0.599225897,19.7793838,633.7425672,0.004253674,0.026295437,6,12.6,22.74797526,0,0,0,7.790588969,70.11530072,7.790588969,7.790588969,7.790588969,15.58117794,7.790588969,0,0,0,0,0,0,0,0,0,0,0.083207837,0.0227325,1
762,IA,Cedar County,19031,2020/7/1,0.502281634,0.197025823,18627,0.82017859,0.140769808,0.44,0.715331916,12.9428895,416.5023769,0.006066463,0.020883664,6,7.6,32.14655529,10.73710206,26.84275514,53.68551028,0,21.47420411,16.10565308,21.47420411,5.368551028,37.5798572,75.15971439,0,0,5.368551028,0,0,0,0,0,0,0,0.108520401,-0.046625593,1
864,KS,Crawford County,20037,2020/7/1,0.498346959,0.155180809,38818,0.846623467,0.188184176,0.45,0.711303177,11.78459804,31.92242117,0.021835516,0.057869243,4,17.7,65.81999457,2.576124478,0,0,0,0,0,0,231.8512031,247.3079499,164.8719666,0,0,0,0,0,0,0,0,0,0,0.008272545,-0.072051008,1
786,IA,Hamilton County,19079,2020/7/1,0.501672017,0.204989299,14773,0.834603557,0.151132012,0.53,0.701877934,14.55507774,218.1596075,0.011503478,0.062600321,6,8.4,25.6142176,33.84552901,0,27.0764232,0,101.536587,121.8439044,318.1479727,223.3804914,297.8406552,108.3056928,0,0,0,0,0,0,0,0,0,6.769105801,0.031419055,-0.016887584,1
902,KS,McPherson County,20113,2020/7/1,0.509689176,0.198338999,28542,0.820651061,0.135902583,0.53,0.719350305,24.03511216,25.37706726,0.011669061,0.042541262,7,10.5,31.77441081,10.51082615,10.51082615,10.51082615,0,3.503608717,3.503608717,17.51804358,24.52526102,35.03608717,84.08660921,0,0,0,0,0,0,0,0,0,0,0.034060467,-0.060971143,1
768,IA,Clayton County,19043,2020/7/1,0.493905218,0.237696514,17549,0.786022338,0.154467252,0.53,0.6,20.97862448,253.0190862,0.008430166,0.020391889,8,9.4,22.54090991,34.18998234,22.79332156,34.18998234,39.88831272,0,22.79332156,0,5.698330389,0,17.09499117,0,0,5.698330389,5.698330389,0,0,0,0,0,0,0.189193191,-0.030598609,1
1792,NY,Otsego County,36077,2020/7/1,0.514904015,0.211836181,59493,0.742037868,0.155059314,0.51,0.637733205,12.14763537,161.3080844,0.020385278,0.037958794,7,12.5,59.39203354,21.85131024,8.404350092,0,0,3.361740037,5.042610055,5.042610055,8.404350092,5.042610055,1.680870018,0,0,0,0,1.680870018,0,0,0,0,0,0.052293348,-0.14888751,1
2566,TX,Lee County,48287,2020/7/1,0.497841811,0.18490434,17239,0.76130176,0.14878234,0.48,0.49406802,11.05744049,81.11553148,0.105109659,0.238800747,6,12.3,27.40612381,0,0,17.40240153,5.80080051,23.20320204,81.21120715,11.60160102,52.20720459,104.4144092,29.00400255,0,0,0,0,0,5.80080051,5.80080051,0,5.80080051,0,-0.033198827,-0.101622512,1
1865,NC,Jackson County,37099,2020/7/1,0.509474462,0.196805687,43938,0.790959194,0.175268077,0.48,0.668575921,13.49684686,94.67544591,0.021095391,0.058693194,6,16.7,89.53052409,9.103737084,20.48340844,11.37967136,6.827802813,2.275934271,20.48340844,36.41494834,18.20747417,29.58714552,77.38176521,0,0,2.275934271,0,0,0,0,0,0,0,0.273642319,-0.038094597,1
779,IA,Fayette County,19065,2020/7/1,0.495930824,0.215005087,19650,0.759039837,0.159108496,0.37,0.669431569,20.20610224,359.8409187,0.013682604,0.024771109,6,11.7,26.88797362,50.89058524,35.62340967,5.089058524,5.089058524,5.089058524,5.089058524,5.089058524,0,5.089058524,15.26717557,0,0,0,0,0,0,0,0,0,0,0.167966666,-0.046472427,1
1293,MN,Freeborn County,27047,2020/7/1,0.502102221,0.221455788,30281,0.823338297,0.15162871,0.45,0.593833383,18.33961028,93.68037098,0.012252004,0.099198528,7,9.9,42.82481721,0,9.907202536,33.02400845,49.53601268,105.6768271,105.6768271,198.1440507,115.5840296,125.4912321,79.25762029,0,0,0,0,0,0,0,0,0,0,0.146932995,-0.044571306,1
782,IA,Fremont County,19071,2020/7/1,0.501215501,0.226512227,6960,0.827804584,0.155792717,0.32,0.709876543,7.196315487,184.6505812,0.007007007,0.030602031,8,10,13.61635528,0,0,14.36781609,28.73563218,14.36781609,0,0,0,0,43.10344828,0,0,0,0,0,0,0,0,0,0,0.196302749,0.025134475,1
783,IA,Greene County,19073,2020/7/1,0.506736444,0.220799466,8888,0.787181223,0.148456947,0.63,0.671059857,25.60962031,272.6465331,0.004453847,0.032067699,6,12.1,15.60475446,11.25112511,101.260126,22.50225023,0,0,0,11.25112511,78.75787579,78.75787579,0,0,0,0,0,0,0,0,0,0,0,0.066412997,-0.026871739,1
787,IA,Hancock County,19081,2020/7/1,0.499159821,0.22470127,10630,0.792318634,0.144983562,0.57,0.699008193,26.92414818,118.9299344,0.008401792,0.046116505,7,8.5,18.61613632,0,0,0,18.81467545,75.25870179,28.22201317,56.44402634,103.480715,47.03668862,75.25870179,0,0,0,0,0,0,0,0,0,0,0.068602368,-0.072724905,1
788,IA,Hardin County,19083,2020/7/1,0.498043633,0.220298791,16846,0.834012813,0.153706652,0.59,0.669304229,24.63632098,278.3878582,0.014820963,0.04464074,6,9.9,29.59020569,23.74450908,11.87225454,17.80838181,0,5.936127271,23.74450908,94.97803633,71.23352725,47.48901816,77.16965452,0,0,0,0,0,0,0,0,0,0,0.270470108,-0.057501062,1
790,IA,Henry County,19087,2020/7/1,0.48427767,0.189664624,19954,0.835983988,0.165068313,0.53,0.618299833,12.58621558,79.40112943,0.026461355,0.049633727,6,11,45.94202565,20.04610604,10.02305302,45.1037386,15.03457953,85.19595069,45.1037386,5.011526511,5.011526511,20.04610604,15.03457953,0,0,0,0,0,0,5.011526511,0,5.011526511,0,0.028471731,-0.100549698,1
795,IA,Jackson County,19097,2020/7/1,0.500926307,0.208985179,19439,0.841175218,0.154297431,0.55,0.643982987,12.90922235,580.7510383,0.006175381,0.016107452,6,11.1,30.56254324,0,0,10.28859509,5.144297546,20.57719018,0,10.28859509,0,25.72148773,20.57719018,0,0,0,0,0,0,0,0,0,0,-0.048820016,-0.094645145,1
796,IA,Jasper County,19099,2020/7/1,0.488626269,0.191374808,37185,0.812471132,0.152980666,0.6,0.619058501,15.6900936,629.863868,0.022101381,0.024578028,6,10.2,50.90906602,131.7735646,320.0215141,75.29917978,29.58182063,18.82479494,10.75702568,34.96033347,24.20330779,43.02810273,45.71735915,0,5.378512841,16.13553852,13.4462821,8.067769262,2.689256421,0,0,0,0,0.076131799,-0.037733866,1
800,IA,Keokuk County,19107,2020/7/1,0.491344743,0.214376528,10246,0.795302693,0.153266395,0.4,0.696702276,13.78902787,278.8218888,0.006161369,0.018777506,8,12.5,17.69052799,0,9.759906305,58.55943783,19.51981261,29.27971891,0,19.51981261,0,9.759906305,29.27971891,0,0,0,0,0,0,0,0,9.759906305,0,0.047272632,-0.094558376,1
